DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment_Behavior
0.249192101,0.397486535,0.267684022,1.966965889,3.265529623,0.226750449,0.208078995,4.897307002,0.217055655,1.176660682,0.347576302,0.355834829,0.302154399,0.286894075,0.759245961,1.079533214,1.481328546,1.112387792,0.453500898,0.560143627,0.244883303,0.346140036,0.192280072,0.973788151,1.676840215,0.88438061,0.213464991,0.240394973,0.618671454,0.172710952,0.332495512,1.887612208,0.659964093,0.413824057,0.456014363,0.821723519,0.541292639,0.315439856,0.55475763,0.303590664,0.298204668,0.356732496,0.411849192,0.16505349,1.01757514,0.148242486,1.854941416,0.24707081,0.325012736,1.25815079,0.221981661,0.173331635,0.179444727,0.134360672,0.155119715,0.175624045,0.177661742,0.129648497,0.207080998,0.117167601,0.543428426,0.266556291,1.760952624,2.520631686,0.173586347,1.54623026,0.75585838,0.203387672,,,0.134360672,0.114238411,0.519358125,0.202750891,,,1.036933265,Control,Memantine_S/C
0.226574992,0.351934762,0.239206908,1.712184202,2.905660377,0.216341541,0.16645347,4.41989127,0.18835945,1.035337384,0.332747042,0.311800448,0.259993604,0.259993604,0.644067797,0.974576271,1.307803006,0.993444196,0.415893828,0.512152223,0.255836265,0.312759834,0.166133674,0.855932203,1.551007355,0.788775184,0.194275664,0.217460825,0.549408379,0.155420531,0.284138152,1.615606012,0.578030061,0.363447394,0.408058842,0.729293252,0.496642149,0.283658459,0.500639591,0.272945315,0.286856412,0.32123441,0.368084426,0.168092276,1.065059616,0.150466563,1.931052359,0.237947123,0.302229134,1.202177294,0.222265422,0.171721099,0.178330741,0.126101607,0.150725765,0.167703473,0.178460342,0.127527216,0.215266978,0.115863142,0.539398652,0.274235355,1.758553655,2.555209953,0.184162779,1.587091757,0.778771384,0.200362882,,,0.126101607,0.117288751,0.489502333,0.202954899,,,0.99222395,Control,Memantine_S/C
0.292259786,0.362989324,0.31383452,1.860542705,2.875,0.235097865,0.232873665,4.527580071,0.225088968,1.253336299,0.318505338,0.392793594,0.289813167,0.305382562,0.710631673,0.982206406,1.378781139,1.118327402,0.433496441,0.546930605,0.300266904,0.367882562,0.212188612,0.872330961,1.493772242,0.837633452,0.221530249,0.25044484,0.59341637,0.184830961,0.331405694,1.714857651,0.605204626,0.427268683,0.511343416,0.821396797,0.588745552,0.320284698,0.549599644,0.315836299,0.320729537,0.367660142,0.448620996,0.160385476,0.983823782,0.164859749,1.949578386,0.245912924,0.311650318,1.250903459,0.208053691,0.170366546,0.187919463,0.14145586,0.154534504,0.178454655,0.199105145,0.12940974,0.212011702,0.110996386,0.648081225,0.290483566,1.982619171,2.592496988,0.212527964,1.573395285,0.776802616,0.225090346,,,0.14145586,0.130958527,0.477370504,0.217518499,,,1.084839098,Control,Memantine_S/C
0.216670166,0.340331724,0.260969977,1.769682973,2.633844216,0.228427462,0.182448037,4.32878438,0.207642242,1.139197984,0.311988243,0.332143607,0.264329204,0.284274617,0.644971657,0.90552173,1.310098677,1.01595633,0.420113374,0.541465463,0.252991812,0.341171531,0.184967457,0.824900273,1.431240815,0.802855343,0.214990552,0.230526979,0.567919379,0.175309679,0.346840227,1.605500735,0.554902372,0.416964098,0.406466513,0.779550703,0.54965358,0.299601092,0.510602561,0.314507663,0.293092589,0.318916649,0.410665547,0.163476461,0.991550267,0.157613382,1.962062425,0.245214692,0.318675634,1.191239869,0.20451802,0.188653216,0.179341266,0.142610795,0.164683566,0.191584756,0.193136748,0.13502328,0.213829971,0.110018969,0.63942059,0.291946887,1.90705294,2.605621659,0.203138472,1.608380755,0.786514916,0.226418348,,,0.142610795,0.121917572,0.468356613,0.205380238,,,1.115019831,Control,Memantine_S/C
0.197071385,0.35611145,0.249135652,1.676225341,2.640837909,0.249339028,0.176530405,4.139109213,0.217408989,1.074232255,0.285946715,0.329265812,0.265812487,0.276591418,0.638194021,0.896888347,1.261338214,0.956274151,0.427293065,0.515558267,0.246898515,0.328045556,0.174496644,0.795607077,1.381940207,0.776896482,0.215781981,0.230831808,0.539760016,0.172869636,0.306080944,1.536709376,0.539149888,0.399837299,0.391092129,0.73276388,0.535692495,0.28879398,0.516168395,0.287573724,0.298352654,0.311368721,0.390278625,0.158029759,1.005130836,0.153240978,1.952625278,0.238070806,0.325295023,1.134940995,0.213442791,0.185394219,0.167436292,0.145373696,0.161621344,0.170172738,0.19257739,0.143492389,0.205233453,0.107576535,0.631605952,0.291260475,1.920129981,2.578074226,0.200273645,1.634000342,0.778347871,0.203694202,,,0.145373696,0.125363434,0.473747221,0.20950915,,,1.092526082,Control,Memantine_S/C
0.257348343,0.390243902,0.337398374,2.060350219,3.141963727,0.300813008,0.241400876,4.652908068,0.305190744,1.38492808,0.382426517,0.390556598,0.339899937,0.345528455,0.770481551,1.03627267,1.556597874,1.254534084,0.533771107,0.643527205,0.324577861,0.467166979,0.249530957,0.96435272,1.500625391,0.893683552,0.262038774,0.286116323,0.655096936,0.216072545,0.38836773,1.724202627,0.691369606,0.520950594,0.523452158,0.88148843,0.731081926,0.3630394,0.693558474,0.399624765,0.441838649,0.450281426,0.496247655,0.160088203,0.851819184,0.179933848,2.006394708,0.263726571,0.258213892,1.263947078,0.195148842,0.222271224,0.174641676,0.129437707,0.151488423,0.180374862,0.199558986,0.139140022,0.190518192,0.109812569,0.557442117,0.315325248,1.908710033,2.510915105,0.203307607,1.712238148,0.905181918,0.284454245,,,0.129437707,0.208379272,0.468136714,0.271223815,,,1.088864388,Control,Memantine_S/C
0.264324153,0.416904084,0.324469769,2.079138968,3.182336182,0.327951884,0.245963913,4.654004432,0.285533397,1.407407407,0.416904084,0.392212726,0.334283001,0.371636594,0.794871795,1.052864831,1.503640393,1.250395695,0.488129155,0.640709085,0.333966445,0.472301361,0.275403609,0.961380184,1.51915163,0.91484647,0.276669832,0.299145299,0.68787591,0.213042102,0.396961064,1.751187085,0.681861349,0.496359607,0.612535613,0.89110478,0.714150047,0.374802153,0.628363406,0.381766382,0.459006015,0.439062995,0.52073441,0.145967563,0.897578316,0.171295268,1.988891357,0.270828705,0.280826483,1.232837147,0.212397245,0.218840258,0.157520551,0.119306821,0.169073539,0.169517885,0.199955565,0.141301933,0.182626083,0.099089091,0.658742502,0.346367474,1.954676739,2.573205954,0.220839813,1.740724283,0.917573872,0.280159964,,,0.119306821,0.240391024,0.483670295,0.290379916,,,1.1317485,Control,Memantine_S/C
0.273025335,0.384500745,0.301639344,1.885842027,2.868256334,0.292399404,0.236065574,4.467660209,0.261102832,1.359165425,0.375260805,0.377645306,0.317436662,0.326080477,0.729061103,1.016989568,1.384500745,1.152608048,0.467958271,0.589567809,0.369299553,0.413710879,0.259314456,0.905812221,1.433979136,0.866766021,0.268852459,0.282265276,0.610730253,0.211624441,0.379433681,1.665275708,0.636363636,0.4804769,0.504918033,0.887034277,0.65633383,0.332041729,0.596721311,0.355588674,0.362444113,0.398509687,0.465871833,0.148189046,0.918065371,0.165636042,1.981227915,0.265680212,0.286660777,1.214885159,0.195892226,0.223939929,0.164973498,0.134275618,0.171819788,0.161439929,0.189929329,0.118595406,0.205167845,0.109761484,0.674028269,0.309187279,1.835689046,2.531139576,0.223498233,1.730565371,0.912323322,0.311174912,,,0.134275618,0.242712014,0.468418728,0.253312721,,,1.124779152,Control,Memantine_S/C
0.25483871,0.370967742,0.397491039,1.987455197,2.979569892,0.321146953,0.274193548,4.501075269,0.292473118,1.479928315,0.369175627,0.402508961,0.375268817,0.358422939,0.804301075,1.06344086,1.488888889,1.261648746,0.498924731,0.620430108,0.376702509,0.457706093,0.273835125,0.968817204,1.444444444,0.885304659,0.264516129,0.305376344,0.650179211,0.244802867,0.392473118,1.664157706,0.710035842,0.513978495,0.519713262,0.91218638,0.774193548,0.395340502,0.688530466,0.398924731,0.41827957,0.430824373,0.513620072,0.134897361,0.81068752,0.176278918,1.98989899,0.302378625,0.245356794,1.116324536,0.189638319,0.258716194,0.155751059,0.128054741,0.168132942,0.159009449,0.230694037,0.175301401,0.170087977,0.105246008,0.732811991,0.349951124,2.263929619,2.464646465,0.235255784,1.715868361,0.906484197,0.281850766,,,0.128054741,0.245356794,0.551645487,0.325839036,,,1.170413816,Control,Memantine_S/C
0.229536153,0.384379263,0.335948158,1.893929059,2.663710778,0.285470668,0.247612551,4.316507503,0.273874488,1.413710778,0.350272851,0.392564802,0.311050477,0.332537517,0.728854025,1.008867667,1.3526603,1.194747613,0.473738063,0.633015007,0.325034106,0.433151432,0.275238745,0.941678035,1.361869031,0.848908595,0.259208731,0.301159618,0.609140518,0.230218281,0.363915416,1.570941337,0.68212824,0.496589359,0.530354707,0.89324693,0.681105048,0.346521146,0.630627558,0.357435198,0.400409277,0.377216917,0.466234652,0.148099174,0.840330579,0.17785124,1.930578512,0.181157025,0.26677686,1.146446281,0.20661157,0.261487603,0.168595041,0.129586777,0.178842975,0.174214876,0.212231405,0.152396694,0.210909091,0.094214876,0.84231405,0.347438017,2.32231405,2.553057851,0.236694215,1.732892562,0.921322314,0.314710744,,,0.129586777,0.256528926,0.55768595,0.345454545,,,1.196363636,Control,Memantine_S/C
0.230495191,0.389739936,0.342714642,1.980049875,2.838617741,0.308514428,0.255789099,4.506946918,0.283576772,1.550765942,0.37121482,0.399002494,0.327395796,0.365158532,0.773067332,1.065194157,1.415390096,1.190238689,0.486284289,0.664766655,0.384396152,0.451371571,0.319558247,1.013537585,1.468115426,0.872461703,0.280726755,0.369433559,0.65443534,0.246882793,0.372283577,1.66084788,0.68792305,0.498753117,0.595653723,0.916993231,0.704666904,0.367296046,0.665835411,0.361239758,0.36800855,0.425008906,0.462059138,0.156291391,0.866225166,0.18013245,1.961589404,0.216225166,0.291721854,1.146357616,0.191390728,0.263907285,0.152980132,0.131456954,0.168211921,0.164900662,0.195033113,0.138410596,0.208609272,0.090397351,0.889735099,0.349668874,2.224172185,2.528807947,0.257615894,1.709602649,0.902980132,0.326490066,,,0.131456954,0.247682119,0.541059603,0.324834437,,,1.263245033,Control,Memantine_S/C
0.295470714,0.53355466,0.337206545,2.508299739,4.517785155,0.228005691,0.183424235,4.746502253,0.211761916,1.269385819,0.371591179,0.363172872,0.319777093,0.328788238,0.916646905,0.982570548,1.851790372,1.273772824,0.447830211,0.778989803,0.240929571,0.344439175,0.15840645,1.505098411,3.187336969,1.27555134,0.247095091,0.301991937,0.730495613,0.156272231,0.359497273,2.475100783,0.737016837,0.474507944,0.438226227,0.912852739,0.550272706,0.391866256,0.585724449,0.333649514,0.30187337,0.378468105,0.361868627,0.214803278,1.263831516,0.135030812,1.665808898,0.297487641,0.375770299,1.02681655,0.138078147,0.142073542,0.2090472,0.126565992,0.15961265,0.198957134,0.184397643,0.099952597,0.229091894,0.11065213,0.547843164,0.268300941,1.661678066,2.466987201,0.147558746,1.38464143,0.876278188,0.184397643,0.128936141,,0.126565992,0.108417417,0.500914201,,0.177693506,,1.011715311,Control,Memantine_S/C
0.309431681,0.539782346,0.347400242,2.544860943,4.586577993,0.237968561,0.184401451,4.770858525,0.225513906,1.356106409,0.376783555,0.370374849,0.323095526,0.302055623,0.970374849,0.99879081,1.820918984,1.310399033,0.446070133,0.774727932,0.246916566,0.358162031,0.171342201,1.503990326,3.238814994,1.253083434,0.243893591,0.3095526,0.761668682,0.161789601,0.357315599,2.565900846,0.747521161,0.46541717,0.459975816,0.883675937,0.550785973,0.397460701,0.560943168,0.339903265,0.307617896,0.414510278,0.362636034,0.216005472,1.288166895,0.135567715,1.615458276,0.290218878,0.376812585,1.113543092,0.145827633,0.136114911,0.204924761,0.126812585,0.161354309,0.197195622,0.185157319,0.101709986,0.234610123,0.537004104,0.52749658,0.280506156,1.622777018,2.459439124,0.1624487,1.392339261,0.883310534,0.191176471,0.128180575,,0.126812585,0.109370725,0.512380301,,0.176880985,,1.009781122,Control,Memantine_S/C
0.316773125,0.530754672,0.355216466,2.56422995,4.484622664,0.226756565,0.179441684,4.813697658,0.231724627,1.776200615,0.361249113,0.365862314,0.315945115,0.30009463,0.937307783,0.995268512,1.764845044,1.319730305,0.438372368,0.764135321,0.249231133,0.341850012,0.177903951,1.465578424,3.191506979,1.284362432,0.240951029,0.312041637,0.747220251,0.161107168,0.361603974,2.474331677,0.739176721,0.458244618,0.415306364,0.880884788,0.536905607,0.394014668,0.560089898,0.344570617,0.298438609,0.400165602,0.353442158,0.205182866,1.256212111,0.134834455,1.582972487,0.291186463,0.359336487,1.234228233,0.143561388,0.139897409,0.205515955,0.125574579,0.156352009,0.192725335,0.179601625,0.106588502,0.218040104,0.103057758,0.528678969,0.26873626,1.570714809,2.45306775,0.148957431,1.424155619,0.881886616,0.186663114,0.124175605,,0.125574579,0.105056292,0.497901539,,0.176070881,,0.960229165,Control,Memantine_S/C
0.287850196,0.510378865,0.316156191,2.375381042,4.036434896,0.228770504,0.182174481,4.541878357,0.209174046,1.250544346,0.360139353,0.356510379,0.308462767,0.296414574,0.914065902,0.902888663,1.731455944,1.240528379,0.451734649,0.73203658,0.250834664,0.360719988,0.16577152,1.369865002,2.878647119,1.215270721,0.266076354,0.284801858,0.72231093,0.17404558,0.345187981,2.235012339,0.776745536,0.474234287,0.452460444,0.83147046,0.581797068,0.369139207,0.566990855,0.338220351,0.300769342,0.386122804,0.35912324,0.2025417,1.198305533,0.142705851,1.608860648,0.304121437,0.363251258,0.943870797,0.140323008,0.151178184,0.206071838,0.135204307,0.166710793,0.20077663,0.196363957,0.104492101,0.231577089,0.111640632,0.56279234,0.281440297,1.669137764,2.570999912,0.162386374,1.43950225,0.904421499,0.173065043,0.1439414,,0.135204307,0.113846968,0.512399612,,0.199276322,,1.183037684,Control,Memantine_S/C
0.284857352,0.506949525,0.323482078,2.440380395,3.802926116,0.236283833,0.177761522,4.531236284,0.208339429,1.287783467,0.366349671,0.364155084,0.313972202,0.294513533,0.866569129,0.912362838,1.768836869,1.268324799,0.430577908,0.755669349,0.255157279,0.361228969,0.172640819,1.335918069,2.887929773,1.22809071,0.247256767,0.292465252,0.725384053,0.166057059,0.368544257,2.245208486,0.776591075,0.469787857,0.44228237,0.823847842,0.562838332,0.385808339,0.570007315,0.339136796,0.302121434,0.388149232,0.360643745,0.200397683,1.193740814,0.137114204,1.581914066,0.290135731,0.349528832,1.012016945,0.136336129,0.137546468,0.191147229,0.130111524,0.164001037,0.196939569,0.187602663,0.103311144,0.224690931,0.257197199,0.557275006,0.279847843,1.550445232,2.525201003,0.167804962,1.443070805,0.873605948,0.186738134,0.140399412,,0.130111524,0.112302239,0.513270511,,0.209821043,,1.108152503,Control,Memantine_S/C
0.269843488,0.474147568,0.307015092,2.304080492,3.772219117,0.229597541,0.174538849,4.286193404,0.201788709,1.423281163,0.338177753,0.345444382,0.302124092,0.278926775,0.833985467,0.896310788,1.638904416,1.209195081,0.403996646,0.689770822,0.23979877,0.335941867,0.157909447,1.268725545,2.727501397,1.182084964,0.233091112,0.279904975,0.684740078,0.156232532,0.346841811,2.133873672,0.76020123,0.456819452,0.431386249,0.826159866,0.545556177,0.357741755,0.540804919,0.328395752,0.291503633,0.377166015,0.340413639,0.193171228,1.20384648,0.134203169,1.551385241,0.289502669,0.340760824,1.065830721,0.131915615,0.139879692,0.199694993,0.128187749,0.159620435,0.183682115,0.187833602,0.108785902,0.212573075,0.102092688,0.536643226,0.267220198,1.467169364,2.463102601,0.162331611,1.424383631,0.88723206,0.198508854,0.133779548,,0.128187749,0.107769211,0.507243921,,0.185122427,,1.066423791,Control,Memantine_S/C
0.266735859,0.445251687,0.281439197,2.186126968,3.363950874,0.237156201,0.181110535,4.167099118,0.198235599,1.17938073,0.336446981,0.34734475,0.286974572,0.285244767,0.802975264,0.802456322,1.539699014,1.189067635,0.412558381,0.715793115,0.243902439,0.358242519,0.16779104,1.176613043,2.500951392,1.082165715,0.234388514,0.315343366,0.685175575,0.180245632,0.313267601,1.936170213,0.603355821,0.429164504,0.403390417,0.75177305,0.544888428,0.315689327,0.531049991,0.315343366,0.258951738,0.335063138,0.362912991,0.180152144,0.98593822,0.139349931,1.515214385,0.292300599,0.310972799,0.860073767,0.116528354,0.133702167,0.187067773,0.128169663,0.16263255,0.180958967,0.182687875,0.107422775,0.216343937,0.098432457,0.576994006,0.272475795,1.591747349,2.508875058,0.167819272,1.376901798,0.854771784,0.184071,0.155140618,,0.128169663,0.127478101,0.489280775,,0.208506224,,1.163785154,Control,Memantine_S/C
0.242337336,0.460835275,0.292704786,2.301666965,3.684531278,0.245563721,0.179422836,4.302921671,0.208460298,1.250403298,0.310808389,0.352213658,0.290553863,0.294855709,0.869152178,0.812690446,1.647786342,1.209356516,0.415486646,0.731493099,0.267252196,0.394156659,0.174045528,1.203441477,2.591503854,1.162036207,0.244846747,0.282846388,0.686502958,0.174762502,0.310808389,1.971141782,0.630937444,0.44111848,0.402939595,0.774870048,0.538985481,0.334468543,0.558523033,0.316006453,0.276214375,0.348628787,0.357590966,0.177795564,1.003887491,0.136176538,1.502972788,0.278756003,0.302538303,0.892522296,0.115138349,0.137548594,0.185799223,0.124399726,0.166819117,0.182597759,0.170706609,0.097301624,0.212325635,0.09638692,0.543905786,0.269380288,1.510404756,2.451177681,0.168305511,1.397896181,0.848387834,0.197804711,0.153555911,,0.124399726,0.109535788,0.486736794,,0.208095129,,1.16327464,Control,Memantine_S/C
0.247678019,0.462939355,0.303951921,2.287379348,3.711892187,0.244217811,0.195410672,4.424330723,0.229284283,1.31069022,0.315789474,0.360043708,0.306501548,0.298124203,0.854307048,0.826443271,1.691313058,1.248952832,0.405754872,0.720087416,0.255691131,0.371517028,0.194864323,1.206883992,2.646512475,1.173010381,0.252595156,0.29156802,0.702422145,0.180477144,0.311236569,2.008377345,0.644144964,0.449644873,0.421234748,0.795847751,0.559096704,0.340375159,0.56164633,0.327627026,0.286468767,0.354398106,0.354033874,0.17472415,1.081901945,0.140143328,1.512228415,0.286429303,0.294391992,0.986349676,0.118985326,0.140257081,0.187464452,0.125241724,0.159481288,0.169377773,0.16630645,0.106017518,0.206119895,0.091229667,0.519736094,0.265726311,1.413149812,2.459333409,0.164941417,1.401660789,0.861335457,0.190535775,0.1536799,,0.125241724,0.118644068,0.494710499,,0.214082584,,1.140143328,Control,Memantine_S/C
0.253497164,0.40831758,0.2463138,1.878071834,2.84952741,0.235727788,0.180718336,3.442155009,0.179773157,1.071266541,0.315689981,0.325141777,0.270321361,0.277504726,0.709073724,0.627410208,1.29584121,1.165028355,0.445746692,0.661058601,0.244234405,0.379017013,0.172589792,0.874291115,2.019470699,1.027410208,0.217769376,0.243856333,0.573534972,0.174291115,0.284120983,1.607750473,0.543667297,0.386956522,0.340453686,0.692627599,0.539697543,0.288468809,0.4536862,0.281285444,0.271455577,0.34120983,0.295463138,0.183760079,1.009902391,0.157023624,1.669826001,0.295515632,0.338661763,0.884424954,0.12095063,0.170038195,0.194652709,0.12618475,0.168340642,0.189842976,0.205686802,0.108643372,0.206818503,0.111189702,0.57476305,0.282501061,1.526665724,2.454661197,0.158721177,1.395812703,0.993351252,0.226764747,0.195925874,,0.12618475,0.18432593,0.527373037,,0.251520724,,1.331730089,Control,Memantine_S/C
0.253756977,0.46157149,0.291970803,2.126878489,3.044654358,0.252468871,0.196221554,3.901889223,0.202662087,1.259982825,0.324602834,0.376771146,0.304422499,0.298196651,0.774581365,0.718763418,1.454701589,1.318162301,0.482825247,0.742164019,0.274151997,0.391799055,0.190425075,0.990983255,2.233576642,1.141906398,0.248604551,0.331472735,0.658651782,0.194718763,0.321811936,1.804422499,0.614212108,0.423572349,0.382352941,0.770717046,0.607342207,0.3278231,0.542507514,0.322885359,0.273722628,0.361099184,0.331043366,0.189223058,0.975912002,0.159008633,1.631300473,0.292119187,0.337231969,0.881230855,0.122110833,0.164995823,0.193957115,0.123781676,0.167919799,0.181982735,0.201475912,0.117237538,0.2048176,0.109440267,0.568783069,0.269980507,1.555973266,2.400167084,0.176970203,1.418685603,0.979949875,0.229184071,0.190336953,,0.123781676,0.194514063,0.495683654,,0.252993595,,1.275132275,Control,Memantine_S/C
0.249051833,0.444795617,0.288242731,2.078381795,3.093552465,0.249262537,0.194479562,3.821112516,0.198482933,1.289717657,0.313316477,0.330594185,0.30109566,0.294563843,0.784028656,0.719553308,1.416350611,1.295828066,0.450695322,0.69553308,0.274968394,0.377159713,0.195322377,0.980404551,2.265908133,1.12642225,0.251790982,0.281710914,0.641382217,0.187737042,0.327222925,1.731352718,0.58259587,0.420564686,0.411504425,0.714496418,0.584492204,0.313948588,0.531394859,0.300463548,0.253687316,0.351453856,0.322166035,0.181918261,0.937112976,0.146828127,1.632035228,0.292004954,0.312095775,0.832255401,0.116829503,0.164579606,0.188523462,0.122884271,0.168295032,0.176276318,0.203385166,0.116967112,0.207788634,0.10279345,0.576991881,0.27384065,1.527177652,2.384064951,0.163891565,1.363698913,0.982661346,0.257740471,0.184119994,,0.122884271,0.180404569,0.49112426,,0.250447227,,1.261455897,Control,Memantine_S/C
0.25842412,0.437800861,0.279959463,1.966810236,2.828477325,0.281986319,0.204965797,3.43628072,0.209019508,1.196858373,0.313655941,0.365087408,0.282239676,0.328350646,0.735495313,0.672409425,1.331644287,1.161388396,0.489485685,0.712946542,0.291867241,0.443374715,0.200912085,0.921205979,1.926019762,0.993412719,0.25335698,0.286546744,0.617937674,0.200152014,0.322016722,1.605776539,0.630352166,0.425639726,0.420572587,0.739295668,0.61489739,0.325057005,0.543704079,0.306308589,0.282999747,0.356219914,0.332151001,0.168929712,0.898961661,0.154353035,1.606230032,0.297324281,0.317691693,0.864616613,0.113817891,0.162739617,0.173921725,0.124001597,0.179912141,0.163738019,0.19149361,0.108027157,0.19928115,0.094648562,0.733626198,0.301118211,1.744209265,2.373602236,0.178714058,1.451677316,0.969049521,0.224440895,,,0.124001597,0.197284345,0.546325879,,0.319888179,,1.400758786,Control,Memantine_S/C
0.294966063,0.498585973,0.317024887,2.208710407,3.060237557,0.294400452,0.240950226,3.947115385,0.231052036,1.424208145,0.370475113,0.374151584,0.322680995,0.332013575,0.82861991,0.735576923,1.49688914,1.307975113,0.541006787,0.74688914,0.323529412,0.4375,0.2239819,1.008484163,2.14111991,1.158088235,0.280542986,0.367081448,0.694570136,0.222567873,0.356617647,1.78591629,0.700791855,0.493495475,0.501414027,0.864536199,0.697963801,0.349264706,0.590780543,0.340214932,0.310237557,0.379242081,0.372737557,0.167125984,0.889173228,0.156692913,1.624409449,0.283464567,0.311614173,0.840354331,0.110826772,-0.062007874,0.179330709,0.126181102,0.174015748,0.170472441,0.191732283,0.126377953,0.200787402,0.095866142,0.719488189,0.288976378,1.802559055,2.349212598,0.199409449,1.386811024,0.969291339,0.269094488,,,0.126181102,0.196259843,0.538976378,,0.31515748,,1.362204724,Control,Memantine_S/C
0.289354924,0.439076188,0.338731086,2.05256172,2.884788957,0.290947704,0.215290682,3.626227767,0.216617998,1.330501726,0.343243961,0.346960446,0.320679586,0.366870188,0.789487656,0.676931245,1.355189806,1.212370587,0.468277144,0.71595434,0.350146005,0.398725776,0.213166976,0.950092912,2.056543669,1.071144147,0.309795593,0.310591983,0.655694186,0.215290682,0.318024954,1.643217414,0.69046987,0.448101938,0.466684364,0.784974781,0.677196708,0.319086806,0.544465092,0.33660738,0.294398726,0.340323865,0.328112556,0.167123824,0.866575235,0.153996865,1.663009404,0.292515674,0.298197492,0.839733542,0.109326019,0.163205329,0.197688088,0.130681818,0.16653605,0.169083072,0.188283699,0.106583072,0.198275862,0.092280564,0.711990596,0.289184953,1.818573668,2.378722571,0.192202194,1.338753918,0.942985893,0.235305643,,,0.130681818,0.190830721,0.529584639,,0.33718652,,1.340517241,Control,Memantine_S/C
0.591618368,0.814979938,0.414979938,2.706107891,5.256263932,0.260989746,0.18724922,4.163798484,0.265893892,1.665804726,0.914578689,0.382612572,0.429068212,0.294605439,0.943825234,1.171466786,1.892643781,2.590905038,0.475078021,0.777084262,0.500222916,0.36148016,0.191618368,2.003566652,3.478555506,1.419170753,0.26232724,0.320285332,0.855461436,0.180918413,0.455639768,2.708247882,0.387873384,0.507177887,0.411591618,0.799108337,0.578956754,0.47677218,0.62238074,0.416228266,0.355060187,0.499687918,0.331341953,0.190661853,0.904981949,0.169434416,1.661612515,0.299687124,0.428592058,2.264259928,0.31566787,0.141371841,0.17179302,0.121155235,0.156341757,0.169241877,0.194368231,0.115090253,0.211744886,0.128134777,0.392057762,0.316197353,1.598026474,1.903537906,0.127990373,1.105222623,0.714705174,0.216269555,,0.107677497,0.121155235,0.09631769,0.400048135,0.154416366,0.135306859,,1.399614922,Control,Saline_C/S
0.58980671,0.840444931,0.42432531,2.803701678,5.534372721,0.269420131,0.192833698,4.284555069,0.275984683,1.84928884,0.956236324,0.395058352,0.429613421,0.351932896,0.975291758,1.219274252,1.951951131,2.641958425,0.486779723,0.806345733,0.50948213,0.385940919,0.198668855,2.106582786,3.580324581,1.495076586,0.26622903,0.331965718,0.883479212,0.182804522,0.473103574,2.804248724,0.411834427,0.534372721,0.418946025,0.866794311,0.634208607,0.514770241,0.640134938,0.442469001,0.377279358,0.523705325,0.361779723,0.190930672,0.952909258,0.16971077,1.678407054,0.302553171,0.414417906,2.305363112,0.300421491,0.150961678,0.177074754,0.125333075,0.156097088,0.174991522,0.18458408,0.121602636,0.197858631,0.127125624,0.394554527,0.323191706,1.597112543,1.987209922,0.145874715,1.093115644,0.730294075,0.220628846,,0.10876411,0.125333075,0.112300761,0.398866334,0.163800203,0.139479676,,1.41097815,Control,Saline_C/S
0.598901602,0.88604119,0.444759725,2.91826087,5.71771167,0.290434783,0.197162471,4.497665904,0.28228833,1.998901602,0.974645309,0.405583524,0.450800915,0.332723112,1.044118993,1.291258581,1.980778032,2.747459954,0.51597254,0.847688787,0.528237986,0.390938215,0.202105263,2.185263158,3.630938215,1.510480549,0.280366133,0.342791762,0.90416476,0.184988558,0.482562929,2.854828375,0.415011442,0.550389016,0.425354691,0.909748284,0.690709382,0.543707094,0.665812357,0.46590389,0.402105263,0.560091533,0.388649886,0.184096922,0.926147705,0.178248155,1.578563803,0.291045815,0.361648795,2.347212552,0.287703662,0.15387829,0.183911247,0.118600009,0.15503876,0.165715081,0.180476257,0.117950146,0.183400641,0.12816228,0.377941791,0.304089495,1.521700784,1.851042102,0.141809404,0.998700274,0.690386669,0.23060855,,0.108712807,0.118600009,0.10936267,0.37873091,0.154110384,0.143155549,,1.332265701,Control,Saline_C/S
